1344869;-144;-2036;15120
1344896;-148;-2112;15192
1344922;-124;-2200;14896
1344950;-164;-2076;14800
1344976;-164;-1932;14796
1345004;-240;-1980;14844
1345031;-148;-2036;14812
1345058;-172;-1888;15016
1345085;-128;-1932;14960
1345112;-148;-1948;14980
1345139;32;-2080;15088
1345164;-228;-1856;14764
1345191;-224;-1844;14844
1345218;-152;-1776;14800
1345245;-64;-1824;14788
1345271;-100;-1944;14860
1345298;-224;-2224;14932
1345326;-252;-2068;15032
1345352;4;-2016;15048
1345376;-20;-1916;15184
1345402;-140;-1840;14932
1345429;-424;-1756;14868
1345457;-356;-1960;14992
1345483;-108;-1824;14968
1345510;-92;-1716;15372
1345537;-192;-2152;15336
1345563;-96;-2196;15012
1345590;16;-1836;14716
1345614;-212;-2008;14884
1345641;-128;-2484;14556
1345669;-140;-1996;14248
1345695;-616;-1724;14200
1345723;-440;-2104;13972
1345750;116;-1468;13104
1345775;768;-2400;12428
1345802;800;-3604;11260
1345827;-1068;528;-1740
1345853;-424;-452;-1288
1345880;-552;-512;-1552
1345905;-504;-360;-1732
1345932;-396;-272;-2084
1345957;76;176;-1812
1345980;76;40;-1736
1346002;256;-260;-1464
1346027;392;-380;-1512
1346052;508;-456;-1268
1346077;608;-656;-1120
1346102;476;-732;-976
1346126;476;-620;-844
1346150;384;-556;-868
1346173;284;-440;-1016
1346199;188;-344;-904
1346223;188;-368;-936
1346246;32;-272;-1004
1346271;-5076;-1176;7148
1346297;-2032;-32768;32767
1346327;-3572;9156;32767
1346354;-1820;10940;3388
1346380;1496;4628;-1116
1346407;768;3100;-1624
1346432;136;2068;-2208
1346457;516;456;-1336
1346481;232;-768;-932
1346504;268;24;-1432
1346528;668;1368;800
1346550;1564;3792;4640
1346575;2540;6424;10508
1346601;3840;-2488;19392
1346628;-84;-13684;26468
1346656;-1036;-7264;27260
1346683;180;-1892;25772