ax/ay/az/gx/gy/gz;524;16004;-2408;-367;285;-9
ax/ay/az/gx/gy/gz;604;16064;-2236;-354;312;-32
ax/ay/az/gx/gy/gz;588;15968;-3420;-568;1055;-138
ax/ay/az/gx/gy/gz;820;16072;-2384;-562;160;-18
ax/ay/az/gx/gy/gz;512;16024;-2492;-521;301;-51
ax/ay/az/gx/gy/gz;516;16116;-2336;-535;232;-23
ax/ay/az/gx/gy/gz;636;16024;-2400;-283;279;4
ax/ay/az/gx/gy/gz;440;15952;-2388;-449;298;-11
ax/ay/az/gx/gy/gz;516;16020;-2480;-473;292;-6
ax/ay/az/gx/gy/gz;636;16028;-2444;-254;315;-8
ax/ay/az/gx/gy/gz;628;16064;-2360;-378;210;-17
ax/ay/az/gx/gy/gz;600;16056;-2272;-758;336;-109
ax/ay/az/gx/gy/gz;604;16048;-2280;-388;315;-21
ax/ay/az/gx/gy/gz;452;16036;-2480;-203;249;49
ax/ay/az/gx/gy/gz;808;15968;-1304;97;311;-324
ax/ay/az/gx/gy/gz;220;15480;-1988;-1589;-236;519
ax/ay/az/gx/gy/gz;668;16020;-1564;-572;399;18
ax/ay/az/gx/gy/gz;596;15980;-1652;-652;482;-65
ax/ay/az/gx/gy/gz;672;16048;-1696;-206;352;-24
ax/ay/az/gx/gy/gz;592;16032;-1696;-222;447;-119
ax/ay/az/gx/gy/gz;568;16032;-1908;-511;318;-146
ax/ay/az/gx/gy/gz;564;15968;-1824;-413;338;-26
ax/ay/az/gx/gy/gz;68;15976;-1304;-159;330;-156
ax/ay/az/gx/gy/gz;568;16052;-1808;-555;211;177
ax/ay/az/gx/gy/gz;1136;16260;-2608;-229;613;-95
ax/ay/az/gx/gy/gz;972;15956;-2640;-231;419;-253
ax/ay/az/gx/gy/gz;1224;15896;-2120;-253;-126;257
ax/ay/az/gx/gy/gz;1024;15900;-2128;-819;345;-110
ax/ay/az/gx/gy/gz;520;16004;-2032;38;422;-112
ax/ay/az/gx/gy/gz;832;16080;-2524;-524;312;-71
ax/ay/az/gx/gy/gz;772;16192;-3096;-607;-39;-109
ax/ay/az/gx/gy/gz;-3692;18748;-2580;-458;1291;-9161
ax/ay/az/gx/gy/gz;-15920;1428;-2696;-722;6278;-7251
ax/ay/az/gx/gy/gz;-16020;-280;-3440;-399;1022;-1
ax/ay/az/gx/gy/gz;-16072;-288;-3048;180;473;27
ax/ay/az/gx/gy/gz;-15992;-256;-3128;-506;145;-67
ax/ay/az/gx/gy/gz;-16068;-240;-3012;-446;153;-28
ax/ay/az/gx/gy/gz;-15996;-448;-2988;-390;-1041;-27
ax/ay/az/gx/gy/gz;-16072;-224;-3120;-377;589;-11
ax/ay/az/gx/gy/gz;-16028;-344;-3780;-419;480;-27
ax/ay/az/gx/gy/gz;-15912;-280;-4332;-418;664;-48
ax/ay/az/gx/gy/gz;-15824;-164;-4740;-410;818;-15
ax/ay/az/gx/gy/gz;-15852;-212;-4940;-372;949;-39
ax/ay/az/gx/gy/gz;-15776;-264;-4988;-395;323;-49
ax/ay/az/gx/gy/gz;-15776;-292;-4996;-405;-216;-40
ax/ay/az/gx/gy/gz;-15792;-304;-5172;-379;256;-37
ax/ay/az/gx/gy/gz;-15852;-280;-5232;-628;461;-94
ax/ay/az/gx/gy/gz;-15712;-284;-5324;-783;576;-139
ax/ay/az/gx/gy/gz;-15724;-308;-5348;-926;294;-176
ax/ay/az/gx/gy/gz;-15708;-304;-5308;-378;146;-11
ax/ay/az/gx/gy/gz;-15604;-208;-5832;-355;293;7
ax/ay/az/gx/gy/gz;-15516;-284;-6100;-417;407;-38
ax/ay/az/gx/gy/gz;-15712;-380;-5392;-1469;476;-290
ax/ay/az/gx/gy/gz;-15612;-276;-5364;-403;20;-51
ax/ay/az/gx/gy/gz;-15652;-252;-5396;-599;709;-108
ax/ay/az/gx/gy/gz;-15832;-264;-5356;-419;232;-12
ax/ay/az/gx/gy/gz;-15776;-284;-5200;-412;960;-54
ax/ay/az/gx/gy/gz;-15764;-252;-5388;-407;322;-67
ax/ay/az/gx/gy/gz;-15584;-400;-5588;-615;654;-104
ax/ay/az/gx/gy/gz;-15624;-296;-5704;-405;691;-48
ax/ay/az/gx/gy/gz;-15664;-264;-5956;-411;601;-68
ax/ay/az/gx/gy/gz;-15684;-228;-5852;-431;16;-42
ax/ay/az/gx/gy/gz;-15600;-248;-5952;-436;192;-44
ax/ay/az/gx/gy/gz;-15528;-336;-5860;-411;29;-35
ax/ay/az/gx/gy/gz;-15596;-376;-5924;-421;110;-55
ax/ay/az/gx/gy/gz;-15612;-296;-6012;-432;472;-57
ax/ay/az/gx/gy/gz;-15484;-456;-6184;-408;-357;-55
ax/ay/az/gx/gy/gz;-15572;-324;-5984;-427;341;-56
ax/ay/az/gx/gy/gz;-15504;-336;-6180;-431;309;-24
ax/ay/az/gx/gy/gz;-15544;-380;-6228;-416;1289;-64
ax/ay/az/gx/gy/gz;-15448;-328;-6152;-397;866;-45
ax/ay/az/gx/gy/gz;-15472;-216;-6240;-415;358;-40
ax/ay/az/gx/gy/gz;-15452;-292;-6440;-420;345;-13
ax/ay/az/gx/gy/gz;-15480;-372;-6236;-415;376;-29